 A(*, *)
 matr[          10 ,           29 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           30 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           31 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           32 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           33 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           34 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           35 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           36 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           37 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           38 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           39 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          10 ,           40 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            1 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            2 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            3 ] =                (5.0000000000000000,0.0000000000000000)
 matr[          11 ,            4 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            5 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            6 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            7 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            8 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,            9 ] =                (819.45747306372391,0.0000000000000000)
 matr[          11 ,           10 ] =                (819.45747306372391,0.0000000000000000)
 matr[          11 ,           11 ] =               (-11912596.070729306,0.0000000000000000)
 matr[          11 ,           12 ] =                (1638.9149461274478,0.0000000000000000)
 matr[          11 ,           13 ] =                (819.45747306372391,0.0000000000000000)
 matr[          11 ,           14 ] =                (819.45747306372391,0.0000000000000000)
 matr[          11 ,           15 ] =               (-1638.9149461274478,0.0000000000000000)
 matr[          11 ,           16 ] =                (1638.9149461274478,0.0000000000000000)
 matr[          11 ,           17 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           18 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           19 ] =                (15.000000000000000,0.0000000000000000)
 matr[          11 ,           20 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           21 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           22 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           23 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           24 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           25 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           26 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           27 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           28 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           29 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           30 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           31 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           32 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           33 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           34 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           35 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           36 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           37 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           38 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           39 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          11 ,           40 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            1 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            2 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            3 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            4 ] =                (5.0000000000000000,0.0000000000000000)
 matr[          12 ,            5 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            6 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            7 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            8 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,            9 ] =               (-819.45747306372391,0.0000000000000000)
 matr[          12 ,           10 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           11 ] =                (819.45747306372391,0.0000000000000000)
 matr[          12 ,           12 ] =               (-1707.8407148720346,0.0000000000000000)
 matr[          12 ,           13 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           14 ] =               (-819.45747306372391,0.0000000000000000)
 matr[          12 ,           15 ] =                (819.45747306372391,0.0000000000000000)
 matr[          12 ,           16 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           17 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           18 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           19 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           20 ] =                (15.000000000000000,0.0000000000000000)
 matr[          12 ,           21 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           22 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           23 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           24 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           25 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           26 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           27 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           28 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           29 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           30 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           31 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           32 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           33 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           34 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           35 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           36 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           37 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           38 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           39 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          12 ,           40 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          13 ,            1 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          13 ,            2 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          13 ,            3 ] =                (0.0000000000000000,0.0000000000000000)
 matr[          13 ,            4 ] =                (0.0000000000000000,0.0000000000000000)
